name,province,type,status,effective_date,notes
Leslie Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Lestock,Saskatchewan,Village,Registered,2012-01-01,
Liberty,Saskatchewan,Village,Registered,2012-01-01,
Limerick,Saskatchewan,Village,Registered,2012-01-01,
Lintlaw,Saskatchewan,Village,Registered,2012-01-01,
Lipton,Saskatchewan,Village,Registered,2012-01-01,
Lipton No. 217,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Livingston No. 331,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lloydminster,Saskatchewan,City,Registered,2012-01-01,
Lomond No. 37,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lone Tree No. 18,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Longlaketon No. 219,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Loon Lake,Saskatchewan,Village,Registered,2012-01-01,
Loon Lake No. 561,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Loreburn,Saskatchewan,Village,Registered,2012-01-01,
Loreburn No. 254,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Lost River No. 313,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Love,Saskatchewan,Village,Registered,2012-01-01,
Lucky Lake,Saskatchewan,Village,Registered,2012-01-01,
Lumsden,Saskatchewan,Town,Registered,2012-01-01,
Lumsden Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Lumsden No. 189,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Luseland,Saskatchewan,Town,Registered,2012-01-01,
Macklin,Saskatchewan,Town,Registered,2012-01-01,
Macnutt,Saskatchewan,Village,Registered,2012-01-01,
Macoun,Saskatchewan,Village,Registered,2012-01-01,
Macrorie,Saskatchewan,Village,Registered,2012-01-01,
Maidstone,Saskatchewan,Town,Registered,2012-01-01,
Major,Saskatchewan,Village,Registered,2012-01-01,
Makwa,Saskatchewan,Village,Registered,2012-01-01,
Manitou Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Manitou Lake No. 442,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mankota,Saskatchewan,Village,Registered,2012-01-01,
Mankota No. 45,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Manor,Saskatchewan,Village,Registered,2012-01-01,
Maple Bush No. 224,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Maple Creek,Saskatchewan,Town,Registered,2012-01-01,
Maple Creek No. 111,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Marcelin,Saskatchewan,Village,Registered,2012-01-01,
Marengo,Saskatchewan,Village,Registered,2012-01-01,
Margo,Saskatchewan,Village,Registered,2012-01-01,
Mariposa No. 350,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Markinch,Saskatchewan,Village,Registered,2012-01-01,
Marquis,Saskatchewan,Village,Registered,2012-01-01,
Marquis No. 191,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Marriott No. 317,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Marsden,Saskatchewan,Village,Registered,2012-01-01,
Marshall,Saskatchewan,Town,Registered,2012-01-01,
Martensville,Saskatchewan,City,Registered,2012-01-01,
Martin No. 122,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Maryfield,Saskatchewan,Village,Registered,2012-01-01,
Maryfield No. 91,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mayfield No. 406,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Maymont,Saskatchewan,Village,Registered,2012-01-01,
McCraney No. 282,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mckillop No. 220,Saskatchewan,Rural Municipality,Registered,2012-01-01,
McLean,Saskatchewan,Village,Registered,2012-01-01,
McLeod No. 185,Saskatchewan,Rural Municipality,Registered,2012-01-01,
McTaggart,Saskatchewan,Village,Registered,2012-01-01,
Meacham,Saskatchewan,Village,Registered,2012-01-01,
Meadow Lake,Saskatchewan,City,Registered,2012-01-01,
Meadow Lake No. 588,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Meath Park,Saskatchewan,Village,Registered,2012-01-01,
Medstead,Saskatchewan,Village,Registered,2012-01-01,
Medstead No. 497,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Meeting Lake No. 466,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Melfort,Saskatchewan,City,Registered,2012-01-01,
Melville,Saskatchewan,City,Registered,2012-01-01,
Melville Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Mendham,Saskatchewan,Village,Registered,2012-01-01,
Meota,Saskatchewan,Village,Registered,2012-01-01,
Meota No. 468,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mervin,Saskatchewan,Village,Registered,2012-01-01,
Mervin No. 499,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Metinota,Saskatchewan,Resort Village,Registered,2012-01-01,
Michel Village,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Midale,Saskatchewan,Town,Registered,2012-01-01,
Middle Lake,Saskatchewan,Village,Registered,2012-01-01,
Milden,Saskatchewan,Village,Registered,2012-01-01,
Milden No. 286,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Milestone,Saskatchewan,Town,Registered,2012-01-01,
Milton No. 292,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Minton,Saskatchewan,Village,Registered,2012-01-01,
Miry Creek No. 229,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mistatim,Saskatchewan,Village,Registered,2012-01-01,
Mistusinne,Saskatchewan,Resort Village,Registered,2012-01-01,
Monet No. 257,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Montmartre,Saskatchewan,Village,Registered,2012-01-01,
Montmartre No. 126,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Montrose No. 315,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Moose Creakk No. 33,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Moose Jaw,Saskatchewan,City,Registered,2012-01-01,
Moose Jaw No. 161,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Moose Mountain No. 63,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Moose Range No. 486,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Moosomin,Saskatchewan,Town,Registered,2012-01-01,
Moosomin No. 121,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Morris No. 312,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Morse,Saskatchewan,Town,Registered,2012-01-01,
Morse No. 165,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mortlach,Saskatchewan,Village,Registered,2012-01-01,
Mossbank,Saskatchewan,Town,Registered,2012-01-01,
Mount Hope No. 279,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mount Pleasant No. 2,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Mountain View No. 318,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Muenster,Saskatchewan,Village,Registered,2012-01-01,
Naicam,Saskatchewan,Town,Registered,2012-01-01,
Neilburg,Saskatchewan,Village,Registered,2012-01-01,
Netherhill,Saskatchewan,Village,Registered,2012-01-01,
Neudorf,Saskatchewan,Village,Registered,2012-01-01,
Neville,Saskatchewan,Village,Registered,2012-01-01,
Newcombe No. 260,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Nipawin,Saskatchewan,Town,Registered,2012-01-01,
Nipawin No. 487,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Nokomis,Saskatchewan,Town,Registered,2012-01-01,
Norquay,Saskatchewan,Town,Registered,2012-01-01,
North Battleford,Saskatchewan,City,Registered,2012-01-01,
North Battleford No. 437,Saskatchewan,Rural Municipality,Registered,2012-01-01,
North Grove,Saskatchewan,Resort Village,Registered,2012-01-01,
North Portal,Saskatchewan,Village,Registered,2012-01-01,
North Qu'Apelle No. 187,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Norton No. 69,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Oakdale No. 320,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Odessa,Saskatchewan,Village,Registered,2012-01-01,
Ogema,Saskatchewan,Town,Registered,2012-01-01,
Old Post No. 43,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Orkney No. 244,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Osage,Saskatchewan,Village,Registered,2012-01-01,
Osler,Saskatchewan,Town,Registered,2012-01-01,
Outlook,Saskatchewan,Town,Registered,2012-01-01,
Oxbow,Saskatchewan,Town,Registered,2012-01-01,
Paddockwood,Saskatchewan,Village,Registered,2012-01-01,
Paddockwood No. 520,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Pangman,Saskatchewan,Village,Registered,2012-01-01,
Paradise Hill,Saskatchewan,Village,Registered,2012-01-01,
Parkdale No. 498,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Parkside,Saskatchewan,Village,Registered,2012-01-01,
Patuanak,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Paynton,Saskatchewan,Village,Registered,2012-01-01,
Paynton No. 470,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Pebble Baye,Saskatchewan,Resort Village,Registered,2012-01-01,
Pelican Narrows,Saskatchewan,Northern Village,Registered,2012-01-01,
Pelican Pointe,Saskatchewan,Resort Village,Registered,2012-01-01,
Pelly,Saskatchewan,Village,Registered,2012-01-01,
Pennant,Saskatchewan,Village,Registered,2012-01-01,
Pense,Saskatchewan,Village,Registered,2012-01-01,
Pense No. 160,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Perdue,Saskatchewan,Village,Registered,2012-01-01,
Perdue No. 346,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Piapot No. 110,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Pierceland,Saskatchewan,Village,Registered,2012-01-01,
Pilger,Saskatchewan,Village,Registered,2012-01-01,
Pilot Butte,Saskatchewan,Town,Registered,2012-01-01,
Pinehouse,Saskatchewan,Northern Village,Registered,2012-01-01,
Pinto Creek No. 75,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Pittville No. 169,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Pleasant Valley No. 288,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Pleasantdale,Saskatchewan,Village,Registered,2012-01-01,
Pleasantdale No. 398,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Plenty,Saskatchewan,Village,Registered,2012-01-01,
Plunkett,Saskatchewan,Village,Registered,2012-01-01,
Ponass Lake No. 367,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Ponteix,Saskatchewan,Town,Registered,2012-01-01,
Poplar Valley No. 12,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Porcupine No. 395,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Porcupine Plain,Saskatchewan,Town,Registered,2012-01-01,
Prairie Rosden No. 309,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Prairiedale No. 321,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Preeceville,Saskatchewan,Town,Registered,2012-01-01,
Preeceville No. 334,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Prelate,Saskatchewan,Village,Registered,2012-01-01,
Primate,Saskatchewan,Village,Terminated,2014-12-31,
Prince Albert,Saskatchewan,City,Registered,2012-01-01,
Prince Albert No. 461,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Progress No. 351,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Prud'Homme,Saskatchewan,Village,Registered,2012-01-01,
Punnichy,Saskatchewan,Village,Registered,2012-01-01,
Qu'Apelle,Saskatchewan,Town,Registered,2012-01-01,
Quill Lake,Saskatchewan,Village,Registered,2012-01-01,
Quinton,Saskatchewan,Village,Registered,2012-01-01,
Rabbit Lake,Saskatchewan,Village,Terminated,2015-10-31,
Radisson,Saskatchewan,Town,Registered,2012-01-01,
Radville,Saskatchewan,Town,Registered,2012-01-01,
Rama,Saskatchewan,Village,Registered,2012-01-01,
Raymore,Saskatchewan,Town,Registered,2012-01-01,
Reciprocity No. 32,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Redberry No. 435,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Redburn No. 130,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Redvers,Saskatchewan,Town,Registered,2012-01-01,
Reford No. 379,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Regina,Saskatchewan,City,Registered,2012-01-01,
Regina Beach,Saskatchewan,Town,Registered,2012-01-01,
Reno No. 51,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rhein,Saskatchewan,Village,Registered,2012-01-01,
Richard,Saskatchewan,Village,Registered,2012-01-01,
Richmound,Saskatchewan,Village,Registered,2012-01-01,
Ridgedale,Saskatchewan,Village,Registered,2012-01-01,
Riverhurst,Saskatchewan,Village,Registered,2012-01-01,
Riverside No. 168,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rocanville,Saskatchewan,Town,Registered,2012-01-01,
Rocanville No. 151,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Roche Percee,Saskatchewan,Village,Registered,2012-01-01,
Rockglen,Saskatchewan,Town,Registered,2012-01-01,
Rodgers No. 133,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rose Valley,Saskatchewan,Town,Registered,2012-01-01,
Rosedale No. 283,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rosemount No. 378,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rosetown,Saskatchewan,Town,Registered,2012-01-01,
Rosthern,Saskatchewan,Town,Registered,2012-01-01,
Rosthern No. 402,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rouleau,Saskatchewan,Town,Registered,2012-01-01,
Round Hill No. 467,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Round Valley No. 410,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Ruddell,Saskatchewan,Village,Registered,2012-01-01,
Rudy No. 284,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Rush Lake,Saskatchewan,Village,Registered,2012-01-01,
Ruthilda,Saskatchewan,Village,Terminated,2013-12-31,
Saltcoats,Saskatchewan,Town,Registered,2012-01-01,
Saltcoats No. 213,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Sandy Bay,Saskatchewan,Northern Village,Registered,2012-01-01,
Sarnia No. 221,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Saskatchewan Beach,Saskatchewan,Resort Village,Registered,2012-01-01,
Saskatchewan Landing No. 167,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Saskatoon,Saskatchewan,City,Registered,2012-01-01,
Sasman No. 336,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Sceptre,Saskatchewan,Village,Registered,2012-01-01,
Scott,Saskatchewan,Town,Registered,2012-01-01,
Scott No. 98,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Sedley,Saskatchewan,Village,Registered,2012-01-01,
Semans,Saskatchewan,Village,Registered,2012-01-01,
Senlac,Saskatchewan,Village,Registered,2012-01-01,
Senlac No. 411,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Shackleton,Saskatchewan,Village,Terminated,2013-12-31,
Shamrock,Saskatchewan,Village,Registered,2012-01-01,
Shamrock No. 134,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Shaunavon,Saskatchewan,Town,Registered,2012-01-01,
Sheho,Saskatchewan,Village,Registered,2012-01-01,
Shell Lake,Saskatchewan,Village,Registered,2012-01-01,
Shellbrook,Saskatchewan,Town,Registered,2012-01-01,
Shellbrook No. 493,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Sherwood No. 159,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Shields,Saskatchewan,Resort Village,Registered,2012-01-01,
Silton,Saskatchewan,Village,Registered,2012-01-01,
Silverwood No. 123,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Simpson,Saskatchewan,Village,Registered,2012-01-01,
Sintaluta,Saskatchewan,Town,Registered,2012-01-01,
Sliding Hills No. 273,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Smeaton,Saskatchewan,Village,Registered,2012-01-01,
Smiley,Saskatchewan,Village,Registered,2012-01-01,
Snipe Lake No. 259,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Souris Valley No. 7,Saskatchewan,Rural Municipality,Registered,2012-01-01,
South Lake,Saskatchewan,Resort Village,Registered,2012-01-01,
South Qu'Apelle No. 157,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Southey,Saskatchewan,Town,Registered,2012-01-01,
Spalding,Saskatchewan,Village,Registered,2012-01-01,
Spalding No. 368,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Speers,Saskatchewan,Village,Registered,2012-01-01,
Spiritwood,Saskatchewan,Town,Registered,2012-01-01,
Spiritwood No. 496,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Springside,Saskatchewan,Town,Registered,2012-01-01,
Spy Hill,Saskatchewan,Village,Registered,2012-01-01,
Spy Hill No. 152,Saskatchewan,Rural Municipality,Registered,2012-01-01,
St. Andrews No. 287,Saskatchewan,Rural Municipality,Registered,2012-01-01,
St. Benedict,Saskatchewan,Village,Registered,2012-01-01,
St. Brieux,Saskatchewan,Town,Registered,2012-01-01,
St. George's Hill,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
St. Gregor,Saskatchewan,Village,Registered,2012-01-01,
St. Louis,Saskatchewan,Village,Registered,2012-01-01,
St. Louis No. 431,Saskatchewan,Rural Municipality,Registered,2012-01-01,
St. Peter No. 369,Saskatchewan,Rural Municipality,Registered,2012-01-01,
St. Philips No. 301,Saskatchewan,Rural Municipality,Registered,2012-01-01,
St. Walburg,Saskatchewan,Town,Registered,2012-01-01,
Stanley No. 215,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Star City,Saskatchewan,Town,Registered,2012-01-01,
Star City No. 428,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Stenen,Saskatchewan,Village,Registered,2012-01-01,
Stewart Valley,Saskatchewan,Village,Registered,2012-01-01,
Stockholm,Saskatchewan,Village,Registered,2012-01-01,
Stonehenge No. 73,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Stony Rapids,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
Storthoaks,Saskatchewan,Village,Registered,2012-01-01,
Storthoaks No. 31,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Stoughton,Saskatchewan,Town,Registered,2012-01-01,
Strasbourg,Saskatchewan,Town,Registered,2012-01-01,
Strongfield,Saskatchewan,Village,Registered,2012-01-01,
Sturgis,Saskatchewan,Town,Registered,2012-01-01,
Success,Saskatchewan,Village,Registered,2012-01-01,
Sun Valley,Saskatchewan,Resort Village,Registered,2012-01-01,
Sunset Cove,Saskatchewan,Resort Village,Registered,2012-01-01,
Surprise Valley No. 9,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Sutton No. 103,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Swift Current,Saskatchewan,City,Registered,2012-01-01,
Swift Current No. 137,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Tantallon,Saskatchewan,Village,Registered,2012-01-01,
Tecumseh No. 65,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Terrell No. 101,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Tessier,Saskatchewan,Village,Registered,2012-01-01,
The Gap No. 39,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Theodore,Saskatchewan,Village,Registered,2012-01-01,
Thode,Saskatchewan,Resort Village,Registered,2012-01-01,
Three Lakes No. 400,Saskatchewan,Rural Municipality,Registered,2012-01-01,
Timber Bay,Saskatchewan,Northern Hamlet,Registered,2012-01-01,
